"naam";"kvk";"rechtsvorm";"straat";"huisnummer";"huisletter";"huisnummerToevoeging";"postcode";"woonplaatsnaam";"landnaam";"zaanvadresinfo";"locatienaam";"lomschrijving";"vestigingsnummer";"lstraat";"lhuisnummer";"lhuisletter";"lhuisnummerToevoeging";"lpostcode";"lwoonplaatsnaam";"llandnaam";"laanvadresinfo";"isaccommodatie";"iswzd";"iswvggz";"aantekeningingang";"aantekeningeinde";"zvbejegening";"zvverzorging";"zvverpleging";"zvbehandeling";"zvbegeleiding";"zvbescherming";"zvvochtvoedingmedicatie";"zvmedishcecontroles";"zvbeperkenbewegingsvrijheid";"zvinsluiten";"zvtoezicht";"zvonderzoekkledinglichaam";"zvonderzoekwoonruimte";;"zvbeperkeneigenleven";"zvbeperkenbezoek";"zvopnemen";"zvtijdelijkverblijf"
"Stichting Driestroom";62375644;"Stichting";"Postbus ";"139";;;"6660 AC";"Elst";"Nederland";;"Seniorenwoonvorm Loovelden (2e verdieping Woonzorgcomplex)";;;"Plaza ";"55";;;"6852 RM";"Huissen";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Zideris, onderdeel van De Opbouw";62375644;"Stichting";"Postbus ";"30";;;"3910 AA";"Rhenen";"Nederland";;"Zideris De Schakel";;;"Rembrandtlaan ";"20";;;"3712 AK";"Huis Ter Heide";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Zideris, onderdeel van De Opbouw";62375644;"Stichting";"Postbus ";"30";;;"3910 AA";"Rhenen";"Nederland";;"Zideris De Schakel";;;"Rembrandtlaan ";"20";"a";;"3712 AK";"Huis Ter Heide";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Zideris, onderdeel van De Opbouw";62375644;"Stichting";"Postbus ";"30";;;"3910 AA";"Rhenen";"Nederland";;"Zideris De Schakel";;;"Rembrandtlaan ";"20";"b";;"3712 AK";"Huis Ter Heide";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Zideris, onderdeel van De Opbouw";62375644;"Stichting";"Postbus ";"30";;;"3910 AA";"Rhenen";"Nederland";;"Zideris De Schakel";;;"Dolderseweg ";"31";;;"3712 BN";"Huis Ter Heide";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Zideris, onderdeel van De Opbouw";62375644;"Stichting";"Postbus ";"30";;;"3910 AA";"Rhenen";"Nederland";;"Zideris De Schakel";;;"Dolderseweg ";"33";;;"3712 BN";"Huis Ter Heide";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Abrona";62375644;"Stichting";"Sterrenberglaan ";"6";;;"3712 XA";"Huis Ter Heide";"Nederland";;"Abrona, Sterrenberg";;;"Planetenlaan ";"114";;;"3712 XS";"Huis Ter Heide";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Abrona";62375644;"Stichting";"Sterrenberglaan ";"6";;;"3712 XA";"Huis Ter Heide";"Nederland";;"Abrona, Sterrenberg";;;"Zonnelaan ";"100";;;"3712 XG";"Huis Ter Heide";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Abrona";62375644;"Stichting";"Sterrenberglaan ";"6";;;"3712 XA";"Huis Ter Heide";"Nederland";;"Abrona, Sterrenberg";;;"Zonnelaan ";"202";;;"3712 XH";"Huis Ter Heide";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Abrona";62375644;"Stichting";"Sterrenberglaan ";"6";;;"3712 XA";"Huis Ter Heide";"Nederland";;"Abrona, Sterrenberg";;;"Kometenlaan ";"25";;;"3712 XB";"Huis Ter Heide";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Abrona";62375644;"Stichting";"Sterrenberglaan ";"6";;;"3712 XA";"Huis Ter Heide";"Nederland";;"Abrona, Sterrenberg";;;"Sterrenberglaan ";"10";;;"3712 XA";"Huis Ter Heide";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Abrona";62375644;"Stichting";"Sterrenberglaan ";"6";;;"3712 XA";"Huis Ter Heide";"Nederland";;"Abrona, Sterrenberg";;;"Sterrenberglaan ";"70";;;"3712 XA";"Huis Ter Heide";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Abrona";62375644;"Stichting";"Sterrenberglaan ";"6";;;"3712 XA";"Huis Ter Heide";"Nederland";;"Abrona, Sterrenberg";;;"Jupiterhof ";"10";;;"3712 XP";"Huis Ter Heide";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Abrona";62375644;"Stichting";"Sterrenberglaan ";"6";;;"3712 XA";"Huis Ter Heide";"Nederland";;"Abrona, Sterrenberg";;;"Uranushof ";"14";;;"3712 XV";"Huis Ter Heide";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Abrona";62375644;"Stichting";"Sterrenberglaan ";"6";;;"3712 XA";"Huis Ter Heide";"Nederland";;"Abrona, Sterrenberg";;;"Orionplein ";"6";;;"3712 XL";"Huis Ter Heide";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Abrona";62375644;"Stichting";"Sterrenberglaan ";"6";;;"3712 XA";"Huis Ter Heide";"Nederland";;"Abrona, Sterrenberg, Huis 58";;;"Maanlaan ";"3";;;"3712 XJ";"Huis Ter Heide";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Koninklijke Visio";62375644;"Stichting";"Postbus ";"1180";;;"1270 BD";"Huizen";"Nederland";;"Visio Warmelo";;;"Warmelo ";"2";;;"1275 DT";"Huizen";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Koninklijke Visio";62375644;"Stichting";"Postbus ";"1180";;;"1270 BD";"Huizen";"Nederland";;"Visio Warmelo";;;"Warmelo ";"4";;;"1275 DT";"Huizen";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Koninklijke Visio";62375644;"Stichting";"Postbus ";"1180";;;"1270 BD";"Huizen";"Nederland";;"Visio Celebeslaan";;;"Celebeslaan ";"1";;;"1276 NL";"Huizen";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Koninklijke Visio";62375644;"Stichting";"Postbus ";"1180";;;"1270 BD";"Huizen";"Nederland";;"Visio Celebeslaan";;;"Celebeslaan ";"3";;;"1276 NL";"Huizen";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Koninklijke Visio";62375644;"Stichting";"Postbus ";"1180";;;"1270 BD";"Huizen";"Nederland";;"Visio Celebeslaan";;;"Celebeslaan ";"5";;;"1276 NL";"Huizen";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Koninklijke Visio";62375644;"Stichting";"Postbus ";"1180";;;"1270 BD";"Huizen";"Nederland";;"Visio Zeisweg";;;"Zeisweg ";"2";;;"1276 XX";"Huizen";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Koninklijke Visio";62375644;"Stichting";"Postbus ";"1180";;;"1270 BD";"Huizen";"Nederland";;"Visio Zeisweg";;;"Zeisweg ";"4";;;"1276 XX";"Huizen";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Koninklijke Visio";62375644;"Stichting";"Postbus ";"1180";;;"1270 BD";"Huizen";"Nederland";;"Visio Zeisweg";;;"Zeisweg ";"6";;;"1276 XX";"Huizen";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Koninklijke Visio";62375644;"Stichting";"Postbus ";"1180";;;"1270 BD";"Huizen";"Nederland";;"Visio Zeisweg";;;"Zeisweg ";"8";;;"1276 XX";"Huizen";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Koninklijke Visio";62375644;"Stichting";"Postbus ";"1180";;;"1270 BD";"Huizen";"Nederland";;"Visio Graaf Wichman";;;"Graaf Wichman ";"5";;;"1276 KA";"Huizen";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Koninklijke Visio";62375644;"Stichting";"Postbus ";"1180";;;"1270 BD";"Huizen";"Nederland";;"Visio Oud-Bussumerweg";;;"Oud-Bussumerweg ";"72";;;"1272 RX";"Huizen";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Koninklijke Visio";62375644;"Stichting";"Postbus ";"1180";;;"1270 BD";"Huizen";"Nederland";;"Visio Oud-Bussumerweg";;;"Oud-Bussumerweg ";"74";;;"1272 RX";"Huizen";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Koninklijke Visio";62375644;"Stichting";"Postbus ";"1180";;;"1270 BD";"Huizen";"Nederland";;"Visio Vooronder";;;"Vooronder ";"17";;;"1276 HZ";"Huizen";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Philadelphia Zorg";62375644;"Stichting";"Postbus ";"1255";;;"3800 BG";"Amersfoort";"Nederland";;"Philadelphia Zorg, Westhove";;;"Westhove ";"41";;;"1275 DD";"Huizen";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Tragel Zorg";62375644;"Stichting";"Sterredreef ";"50";;;"4567 BL";"Clinge";"Nederland";;"Tragel";;;"Alexander de Grotestraat ";"23";;;"4562 BJ";"Hulst";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Tragel Zorg";62375644;"Stichting";"Sterredreef ";"50";;;"4567 BL";"Clinge";"Nederland";;"Tragel";;;"Stanleystraat ";"15";;;"4562 AT";"Hulst";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Tragel Zorg";62375644;"Stichting";"Sterredreef ";"50";;;"4567 BL";"Clinge";"Nederland";;"Tragel";;;"Columbuslaan ";"9";;;"4562 AM";"Hulst";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Tragel Zorg";62375644;"Stichting";"Sterredreef ";"50";;;"4567 BL";"Clinge";"Nederland";;"Tragel";;;"Columbuslaan ";"11";;;"4562 AM";"Hulst";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Tragel Zorg";62375644;"Stichting";"Sterredreef ";"50";;;"4567 BL";"Clinge";"Nederland";;"Tragel";;;"Columbuslaan ";"12";;;"4562 AM";"Hulst";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Tragel Zorg";62375644;"Stichting";"Sterredreef ";"50";;;"4567 BL";"Clinge";"Nederland";;"Tragel";;;"Houtenkwartier ";"41";;;"4561 AA";"Hulst";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Philadelphia Zorg";62375644;"Stichting";"Postbus ";"1255";;;"3800 BG";"Amersfoort";"Nederland";;"Philadelphia Zorg, De Meerburg";;;"Dorpsweg ";"6";;;"8271 BM";"Ijsselmuiden";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Philadelphia Zorg";62375644;"Stichting";"Postbus ";"1255";;;"3800 BG";"Amersfoort";"Nederland";;"Philadelphia Zorg, De Goudplevier";;;"Goudplevier ";"99";;;"8271 GB";"Ijsselmuiden";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Philadelphia Zorg";62375644;"Stichting";"Postbus ";"1255";;;"3800 BG";"Amersfoort";"Nederland";;"Philadelphia Zorg, De Goudplevier";;;"Goudplevier ";"101";;;"8271 GB";"Ijsselmuiden";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Philadelphia Zorg";62375644;"Stichting";"Postbus ";"1255";;;"3800 BG";"Amersfoort";"Nederland";;"Philadelphia Zorg, Groenendael";;;"Groenendael ";"229";;;"8271 EM";"Ijsselmuiden";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Philadelphia Zorg";62375644;"Stichting";"Postbus ";"1255";;;"3800 BG";"Amersfoort";"Nederland";;"Philadelphia Zorg, Groenendael";;;"Groenendael ";"230";;;"8271 EM";"Ijsselmuiden";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting 's Heeren Loo Zorggroep";62375644;"Stichting";"Postbus ";"647";;;"3800 AP";"Amersfoort";"Nederland";;"s Heeren Loo";;;"Langevliet ";"81";;;"1787 BJ";"Julianadorp";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting 's Heeren Loo Zorggroep";62375644;"Stichting";"Postbus ";"647";;;"3800 AP";"Amersfoort";"Nederland";;"s Heeren Loo";;;"Langevliet ";"127";;;"1788 BJ";"Julianadorp";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting 's Heeren Loo Zorggroep";62375644;"Stichting";"Postbus ";"647";;;"3800 AP";"Amersfoort";"Nederland";;"s Heeren Loo";;;"Doorzwin ";"2310";;;"1788 KH";"Julianadorp";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting 's Heeren Loo Zorggroep";62375644;"Stichting";"Postbus ";"647";;;"3800 AP";"Amersfoort";"Nederland";;"s Heeren Loo";;;"Doorzwin ";"2311";;;"1788 KH";"Julianadorp";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting 's Heeren Loo Zorggroep";62375644;"Stichting";"Postbus ";"647";;;"3800 AP";"Amersfoort";"Nederland";;"s Heeren Loo";;;"Doorzwin ";"2312";;;"1788 KH";"Julianadorp";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting 's Heeren Loo Zorggroep";62375644;"Stichting";"Postbus ";"647";;;"3800 AP";"Amersfoort";"Nederland";;"s Heeren Loo";;;"Doorzwin ";"2817";;;"1788 KS";"Julianadorp";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting 's Heeren Loo Zorggroep";62375644;"Stichting";"Postbus ";"647";;;"3800 AP";"Amersfoort";"Nederland";;"s Heeren Loo";;;"Callantsogervaart ";"7";"a";;"1788 PS";"Julianadorp";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting 's Heeren Loo Zorggroep";62375644;"Stichting";"Postbus ";"647";;;"3800 AP";"Amersfoort";"Nederland";;"s Heeren Loo";;;"Callantsogervaart ";"7";"b";;"1788 PS";"Julianadorp";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting 's Heeren Loo Zorggroep";62375644;"Stichting";"Postbus ";"647";;;"3800 AP";"Amersfoort";"Nederland";;"s Heeren Loo";;;"Boterzwin ";"3202";;;"1788 WD";"Julianadorp";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting 's Heeren Loo Zorggroep";62375644;"Stichting";"Postbus ";"647";;;"3800 AP";"Amersfoort";"Nederland";;"s Heeren Loo";;;"Boterzwin ";"3203";;;"1788 WD";"Julianadorp";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting 's Heeren Loo Zorggroep";62375644;"Stichting";"Postbus ";"647";;;"3800 AP";"Amersfoort";"Nederland";;"s Heeren Loo";;;"Boterzwin ";"3204";;;"1788 WD";"Julianadorp";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting 's Heeren Loo Zorggroep";62375644;"Stichting";"Postbus ";"647";;;"3800 AP";"Amersfoort";"Nederland";;"s Heeren Loo";;;"Perenhout ";"2";;;"1787 RE";"Julianadorp";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting 's Heeren Loo Zorggroep";62375644;"Stichting";"Postbus ";"647";;;"3800 AP";"Amersfoort";"Nederland";;"s Heeren Loo";;;"Perenhout ";"3";;;"1787 RE";"Julianadorp";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting 's Heeren Loo Zorggroep";62375644;"Stichting";"Postbus ";"647";;;"3800 AP";"Amersfoort";"Nederland";;"s Heeren Loo";;;"Perenhout ";"4";;;"1787 RE";"Julianadorp";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting 's Heeren Loo Zorggroep";62375644;"Stichting";"Postbus ";"647";;;"3800 AP";"Amersfoort";"Nederland";;"s Heeren Loo";;;"Perenhout ";"5";;;"1787 RE";"Julianadorp";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting 's Heeren Loo Zorggroep";62375644;"Stichting";"Postbus ";"647";;;"3800 AP";"Amersfoort";"Nederland";;"s Heeren Loo";;;"Perenhout ";"6";;;"1787 RE";"Julianadorp";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting 's Heeren Loo Zorggroep";62375644;"Stichting";"Postbus ";"647";;;"3800 AP";"Amersfoort";"Nederland";;"s Heeren Loo";;;"Perenhout ";"7";;;"1787 RE";"Julianadorp";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting 's Heeren Loo Zorggroep";62375644;"Stichting";"Postbus ";"647";;;"3800 AP";"Amersfoort";"Nederland";;"s Heeren Loo";;;"Perenhout ";"8";;;"1787 RE";"Julianadorp";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting 's Heeren Loo Zorggroep";62375644;"Stichting";"Postbus ";"647";;;"3800 AP";"Amersfoort";"Nederland";;"s Heeren Loo";;;"Perenhout ";"9";;;"1787 RE";"Julianadorp";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting 's Heeren Loo Zorggroep";62375644;"Stichting";"Postbus ";"647";;;"3800 AP";"Amersfoort";"Nederland";;"s Heeren Loo";;;"Perenhout ";"10";;;"1787 RE";"Julianadorp";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting 's Heeren Loo Zorggroep";62375644;"Stichting";"Postbus ";"647";;;"3800 AP";"Amersfoort";"Nederland";;"s Heeren Loo";;;"Perenhout ";"14";;;"1787 RE";"Julianadorp";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting 's Heeren Loo Zorggroep";62375644;"Stichting";"Postbus ";"647";;;"3800 AP";"Amersfoort";"Nederland";;"s Heeren Loo";;;"Perenhout ";"15";;;"1787 RE";"Julianadorp";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting 's Heeren Loo Zorggroep";62375644;"Stichting";"Postbus ";"647";;;"3800 AP";"Amersfoort";"Nederland";;"s Heeren Loo";;;"Perenhout ";"16";;;"1787 RE";"Julianadorp";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting 's Heeren Loo Zorggroep";62375644;"Stichting";"Postbus ";"647";;;"3800 AP";"Amersfoort";"Nederland";;"s Heeren Loo";;;"Perenhout ";"17";;;"1787 RE";"Julianadorp";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting 's Heeren Loo Zorggroep";62375644;"Stichting";"Postbus ";"647";;;"3800 AP";"Amersfoort";"Nederland";;"s Heeren Loo";;;"Perenhout ";"19";;;"1787 RE";"Julianadorp";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting 's Heeren Loo Zorggroep";62375644;"Stichting";"Postbus ";"647";;;"3800 AP";"Amersfoort";"Nederland";;"s Heeren Loo";;;"Perenhout ";"20";;;"1787 RE";"Julianadorp";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting 's Heeren Loo Zorggroep";62375644;"Stichting";"Postbus ";"647";;;"3800 AP";"Amersfoort";"Nederland";;"s Heeren Loo";;;"Perenhout ";"21";;;"1787 RE";"Julianadorp";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting 's Heeren Loo Zorggroep";62375644;"Stichting";"Postbus ";"647";;;"3800 AP";"Amersfoort";"Nederland";;"s Heeren Loo";;;"Perenhout ";"22";;;"1787 RE";"Julianadorp";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting 's Heeren Loo Zorggroep";62375644;"Stichting";"Postbus ";"647";;;"3800 AP";"Amersfoort";"Nederland";;"s Heeren Loo";;;"Perenhout ";"24";;;"1787 RE";"Julianadorp";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting 's Heeren Loo Zorggroep";62375644;"Stichting";"Postbus ";"647";;;"3800 AP";"Amersfoort";"Nederland";;"s Heeren Loo";;;"Perenhout ";"25";;;"1787 RE";"Julianadorp";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting 's Heeren Loo Zorggroep";62375644;"Stichting";"Postbus ";"647";;;"3800 AP";"Amersfoort";"Nederland";;"s Heeren Loo";;;"Perenhout ";"26";;;"1787 RE";"Julianadorp";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting 's Heeren Loo Zorggroep";62375644;"Stichting";"Postbus ";"647";;;"3800 AP";"Amersfoort";"Nederland";;"s Heeren Loo";;;"Cederhout ";"10";;;"1787 RC";"Julianadorp";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting 's Heeren Loo Zorggroep";62375644;"Stichting";"Postbus ";"647";;;"3800 AP";"Amersfoort";"Nederland";;"s Heeren Loo";;;"Cederhout ";"11";;;"1787 RC";"Julianadorp";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting 's Heeren Loo Zorggroep";62375644;"Stichting";"Postbus ";"647";;;"3800 AP";"Amersfoort";"Nederland";;"s Heeren Loo";;;"Cederhout ";"12";;;"1787 RC";"Julianadorp";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting 's Heeren Loo Zorggroep";62375644;"Stichting";"Postbus ";"647";;;"3800 AP";"Amersfoort";"Nederland";;"s Heeren Loo";;;"Cederhout ";"13";;;"1787 RC";"Julianadorp";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting 's Heeren Loo Zorggroep";62375644;"Stichting";"Postbus ";"647";;;"3800 AP";"Amersfoort";"Nederland";;"s Heeren Loo";;;"Cederhout ";"14";;;"1787 RC";"Julianadorp";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting 's Heeren Loo Zorggroep";62375644;"Stichting";"Postbus ";"647";;;"3800 AP";"Amersfoort";"Nederland";;"s Heeren Loo";;;"Cederhout ";"20";;;"1787 RC";"Julianadorp";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting 's Heeren Loo Zorggroep";62375644;"Stichting";"Postbus ";"647";;;"3800 AP";"Amersfoort";"Nederland";;"s Heeren Loo";;;"Cederhout ";"21";;;"1787 RC";"Julianadorp";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting 's Heeren Loo Zorggroep";62375644;"Stichting";"Postbus ";"647";;;"3800 AP";"Amersfoort";"Nederland";;"s Heeren Loo";;;"Cederhout ";"22";;;"1787 RC";"Julianadorp";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting 's Heeren Loo Zorggroep";62375644;"Stichting";"Postbus ";"647";;;"3800 AP";"Amersfoort";"Nederland";;"s Heeren Loo";;;"Cederhout ";"23";;;"1787 RC";"Julianadorp";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting 's Heeren Loo Zorggroep";62375644;"Stichting";"Postbus ";"647";;;"3800 AP";"Amersfoort";"Nederland";;"s Heeren Loo";;;"Cederhout ";"24";;;"1787 RC";"Julianadorp";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting 's Heeren Loo Zorggroep";62375644;"Stichting";"Postbus ";"647";;;"3800 AP";"Amersfoort";"Nederland";;"s Heeren Loo";;;"Cederhout ";"30";;;"1787 RC";"Julianadorp";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting 's Heeren Loo Zorggroep";62375644;"Stichting";"Postbus ";"647";;;"3800 AP";"Amersfoort";"Nederland";;"s Heeren Loo";;;"Cederhout ";"31";;;"1787 RC";"Julianadorp";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting 's Heeren Loo Zorggroep";62375644;"Stichting";"Postbus ";"647";;;"3800 AP";"Amersfoort";"Nederland";;"s Heeren Loo";;;"Cederhout ";"32";;;"1787 RC";"Julianadorp";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting 's Heeren Loo Zorggroep";62375644;"Stichting";"Postbus ";"647";;;"3800 AP";"Amersfoort";"Nederland";;"s Heeren Loo";;;"Cederhout ";"33";;;"1787 RC";"Julianadorp";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting 's Heeren Loo Zorggroep";62375644;"Stichting";"Postbus ";"647";;;"3800 AP";"Amersfoort";"Nederland";;"s Heeren Loo";;;"Cederhout ";"40";;;"1787 RC";"Julianadorp";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting 's Heeren Loo Zorggroep";62375644;"Stichting";"Postbus ";"647";;;"3800 AP";"Amersfoort";"Nederland";;"s Heeren Loo";;;"Cederhout ";"41";;;"1787 RC";"Julianadorp";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting 's Heeren Loo Zorggroep";62375644;"Stichting";"Postbus ";"647";;;"3800 AP";"Amersfoort";"Nederland";;"s Heeren Loo";;;"Cederhout ";"42";;;"1787 RC";"Julianadorp";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting 's Heeren Loo Zorggroep";62375644;"Stichting";"Postbus ";"647";;;"3800 AP";"Amersfoort";"Nederland";;"s Heeren Loo";;;"Cederhout ";"43";;;"1787 RC";"Julianadorp";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
